"Date","Fuel_Price","CPI"
"26/02/2010",2.561,211.3196429
"26/02/2010",2.561,211.8771468
"26/02/2010",2.561,212.845337
"26/02/2010",2.561,214.6475127
"26/02/2010",2.561,214.6940735
"26/02/2010",2.561,214.8780453
"26/02/2010",2.586,189.6018023
"26/02/2010",2.59,126.5522857
"26/02/2010",2.667,126.5522857
"26/02/2010",2.753,131.686
"26/02/2010",2.753,135.5195191
"26/02/2010",2.754,135.5195191
"26/02/2010",2.754,182.0774691
"26/02/2010",2.754,204.4630869
"26/02/2010",2.825,126.5522857
"26/02/2010",2.91,131.686
"26/02/2010",2.91,135.5195191
"05/03/2010",2.574,210.1092746
"05/03/2010",2.62,189.6695049
"05/03/2010",2.625,203.3117653
"05/03/2010",2.625,210.1092746
"05/03/2010",2.625,211.0067542
"05/03/2010",2.625,211.3501429
"05/03/2010",2.625,211.9071653
"05/03/2010",2.625,212.8745193
"05/03/2010",2.625,214.6751386
"05/03/2010",2.625,214.7216592
"05/03/2010",2.625,214.9054721
"05/03/2010",2.654,126.5782857
"05/03/2010",2.681,126.5782857
"05/03/2010",2.766,131.735
"05/03/2010",2.766,135.5732602
"05/03/2010",2.777,135.5732602
"05/03/2010",2.777,182.1201566
"05/03/2010",2.777,204.4940734
"05/03/2010",2.877,126.5782857
"05/03/2010",2.919,131.735
"05/03/2010",2.919,135.5732602
"05/03/2010",2.987,126.5782857
"12/03/2010",2.619,210.1413607
"12/03/2010",2.667,203.3436582
"12/03/2010",2.667,210.1413607
"12/03/2010",2.667,211.037551
"12/03/2010",2.667,211.3806429
"12/03/2010",2.667,211.9371839
"12/03/2010",2.667,212.9037017
"12/03/2010",2.667,214.7027646
"12/03/2010",2.667,214.7492449
"12/03/2010",2.667,214.932899
"12/03/2010",2.684,189.7372075
"12/03/2010",2.704,126.6042857
"12/03/2010",2.733,126.6042857
"12/03/2010",2.805,131.784
"12/03/2010",2.805,135.6270013
"12/03/2010",2.818,135.6270013
"12/03/2010",2.818,182.1628441
"12/03/2010",2.818,204.5250598
"12/03/2010",2.925,126.6042857
"12/03/2010",2.938,131.784
"12/03/2010",2.938,135.6270013
"12/03/2010",3.034,126.6042857
"19/03/2010",2.692,189.734262
"19/03/2010",2.701,209.9803208
"19/03/2010",2.72,203.195159
"19/03/2010",2.72,209.9803208
"19/03/2010",2.72,210.8733316
"19/03/2010",2.72,211.215635
"19/03/2010",2.72,211.770897
"19/03/2010",2.72,212.7351935
"19/03/2010",2.72,214.5301219
"19/03/2010",2.72,214.5764954
"19/03/2010",2.72,214.7597274
"19/03/2010",2.743,126.6066452
"19/03/2010",2.782,126.6066452
"19/03/2010",2.834,131.8242903
"19/03/2010",2.834,135.6682247
"19/03/2010",2.844,135.6682247
"19/03/2010",2.844,182.0779857
"19/03/2010",2.844,204.3782258
"19/03/2010",2.96,131.8242903
"19/03/2010",2.96,135.6682247
"19/03/2010",3.054,126.6066452
"26/03/2010",2.711,209.7870932
"26/03/2010",2.717,189.7195417
"26/03/2010",2.732,203.0165945
"26/03/2010",2.732,209.7870932
"26/03/2010",2.732,210.6766095
"26/03/2010",2.732,211.0180424
"26/03/2010",2.732,211.5718925
"26/03/2010",2.732,212.533737
"26/03/2010",2.732,214.3241011
"26/03/2010",2.732,214.3703567
"26/03/2010",2.732,214.5531227
"26/03/2010",2.752,126.6050645
"26/03/2010",2.819,126.6050645
"26/03/2010",2.831,131.863129
"26/03/2010",2.831,135.7073618
"26/03/2010",2.854,135.7073618
"26/03/2010",2.854,181.9718697
"26/03/2010",2.854,204.201755
"26/03/2010",2.963,131.863129
"26/03/2010",2.963,135.7073618
"26/03/2010",2.98,126.6050645
"26/03/2010",3.083,126.6050645
"02/04/2010",2.708,209.5938656
"02/04/2010",2.719,202.83803
"02/04/2010",2.719,209.5938656
"02/04/2010",2.719,210.4798874
"02/04/2010",2.719,210.8204499
"02/04/2010",2.719,211.372888
"02/04/2010",2.719,212.3322805
"02/04/2010",2.719,214.1180803
"02/04/2010",2.719,214.164218
"02/04/2010",2.719,214.3465181
"02/04/2010",2.725,189.7048215
"02/04/2010",2.74,126.6034839
"02/04/2010",2.826,131.9019677
"02/04/2010",2.826,135.7464988
"02/04/2010",2.842,126.6034839
"02/04/2010",2.85,135.7464988
"02/04/2010",2.85,181.8657537
"02/04/2010",2.85,204.0252842
"02/04/2010",2.957,131.9019677
"02/04/2010",2.957,135.7464988
"02/04/2010",3.086,126.6034839
"09/04/2010",2.743,209.400638
"09/04/2010",2.75,189.6901012
"09/04/2010",2.77,202.6594654
"09/04/2010",2.77,209.400638
"09/04/2010",2.77,210.2831653
"09/04/2010",2.77,210.6228574
"09/04/2010",2.77,211.1738835
"09/04/2010",2.77,212.1308239
"09/04/2010",2.77,213.9120595
"09/04/2010",2.77,213.9580793
"09/04/2010",2.77,214.1399135
"09/04/2010",2.773,126.6019032
"09/04/2010",2.849,131.9408065
"09/04/2010",2.849,135.7856359
"09/04/2010",2.869,135.7856359
"09/04/2010",2.869,181.7596377
"09/04/2010",2.869,203.8488134
"09/04/2010",2.877,126.6019032
"09/04/2010",2.992,131.9408065
"09/04/2010",2.992,135.7856359
"09/04/2010",3.004,126.6019032
"09/04/2010",3.09,126.6019032
"16/04/2010",2.765,189.6628845
"16/04/2010",2.769,209.2691428
"16/04/2010",2.808,202.5351571
"16/04/2010",2.808,209.2691428
"16/04/2010",2.808,210.1495463
"16/04/2010",2.808,210.4887
"16/04/2010",2.808,211.0388528
"16/04/2010",2.808,211.9942765
"16/04/2010",2.808,213.7726889
"16/04/2010",2.808,213.8186357
"16/04/2010",2.808,214.0001817
"16/04/2010",2.81,126.5621
"16/04/2010",2.885,131.9809
"16/04/2010",2.885,135.82725
"16/04/2010",2.899,135.82725
"16/04/2010",2.899,181.6924769
"16/04/2010",2.899,203.7307486
"16/04/2010",2.915,126.5621
"16/04/2010",3.01,131.9809
"16/04/2010",3.01,135.82725
"16/04/2010",3.109,126.5621
"23/04/2010",2.762,209.2199574
"23/04/2010",2.776,189.6190057
"23/04/2010",2.795,202.4831905
"23/04/2010",2.795,209.2199574
"23/04/2010",2.795,210.1000648
"23/04/2010",2.795,210.4391228
"23/04/2010",2.795,210.9891204
"23/04/2010",2.795,211.9442745
"23/04/2010",2.795,213.7221852
"23/04/2010",2.795,213.768119
"23/04/2010",2.795,213.9496138
"23/04/2010",2.805,126.4713333
"23/04/2010",2.895,132.0226667
"23/04/2010",2.895,135.8721667
"23/04/2010",2.902,135.8721667
"23/04/2010",2.902,181.6772564
"23/04/2010",2.902,203.6905586
"23/04/2010",2.936,126.4713333
"23/04/2010",3.021,132.0226667
"23/04/2010",3.021,135.8721667
"23/04/2010",3.05,126.4713333
"30/04/2010",2.725,209.170772
"30/04/2010",2.766,189.575127
"30/04/2010",2.78,202.4312238
"30/04/2010",2.78,209.170772
"30/04/2010",2.78,210.0505833
"30/04/2010",2.78,210.3895456
"30/04/2010",2.78,210.939388
"30/04/2010",2.78,211.8942725
"30/04/2010",2.78,213.6716815
"30/04/2010",2.78,213.7176024
"30/04/2010",2.78,213.8990459
"30/04/2010",2.787,126.3805667
"30/04/2010",2.921,135.9170833
"30/04/2010",2.921,181.6620359
"30/04/2010",2.921,203.6503685
"30/04/2010",2.935,132.0644333
"30/04/2010",2.935,135.9170833
"30/04/2010",2.941,126.3805667
"30/04/2010",3.042,132.0644333
"30/04/2010",3.042,135.9170833
"30/04/2010",3.105,126.3805667
"07/05/2010",2.771,189.5312483
"07/05/2010",2.786,209.1215867
"07/05/2010",2.835,202.3792571
"07/05/2010",2.835,209.1215867
"07/05/2010",2.835,210.0011018
"07/05/2010",2.835,210.3399684
"07/05/2010",2.835,210.8896556
"07/05/2010",2.835,211.8442706
"07/05/2010",2.835,213.6211778
"07/05/2010",2.835,213.6670857
"07/05/2010",2.835,213.848478
"07/05/2010",2.836,126.2898
"07/05/2010",2.948,126.2898
"07/05/2010",2.966,135.962
"07/05/2010",2.966,181.6468154
"07/05/2010",2.966,203.6101784
"07/05/2010",2.981,132.1062
"07/05/2010",2.981,135.962
"07/05/2010",3.095,132.1062
"07/05/2010",3.095,135.962
"07/05/2010",3.127,126.2898
"14/05/2010",2.788,189.4904116
"14/05/2010",2.805,209.118536
"14/05/2010",2.845,126.2085484
"14/05/2010",2.854,202.3705092
"14/05/2010",2.854,209.118536
"14/05/2010",2.854,209.9984585
"14/05/2010",2.854,210.3374261
"14/05/2010",2.854,210.8872772
"14/05/2010",2.854,211.8421769
"14/05/2010",2.854,213.6196139
"14/05/2010",2.854,213.6655355
"14/05/2010",2.854,213.8469819
"14/05/2010",2.962,126.2085484
"14/05/2010",2.982,136.010394
"14/05/2010",2.982,181.6612792
"14/05/2010",2.982,203.6133915
"14/05/2010",2.983,132.152129
"14/05/2010",2.983,136.010394
"14/05/2010",3.112,132.152129
"14/05/2010",3.112,136.010394
"14/05/2010",3.145,126.2085484
"21/05/2010",2.767,209.3922937
"21/05/2010",2.776,189.467827
"21/05/2010",2.82,126.1843871
"21/05/2010",2.826,202.6210737
"21/05/2010",2.826,209.3922937
"21/05/2010",2.826,210.2768443
"21/05/2010",2.826,210.6170934
"21/05/2010",2.826,211.169023
"21/05/2010",2.826,212.1275324
"21/05/2010",2.826,213.9116886
"21/05/2010",2.826,213.9577839
"21/05/2010",2.826,214.1399162
"21/05/2010",2.95,126.1843871
"21/05/2010",2.958,136.0796521
"21/05/2010",2.958,181.8538486
"21/05/2010",2.958,203.8770235
"21/05/2010",2.961,132.2230323
"21/05/2010",2.961,136.0796521
"21/05/2010",3.096,132.2230323
"21/05/2010",3.096,136.0796521
"21/05/2010",3.12,126.1843871
"28/05/2010",2.716,209.6660514
"28/05/2010",2.737,189.4452425
"28/05/2010",2.756,126.1602258
"28/05/2010",2.759,202.8716382
"28/05/2010",2.759,209.6660514
"28/05/2010",2.759,210.5552301
"28/05/2010",2.759,210.8967606
"28/05/2010",2.759,211.4507688
"28/05/2010",2.759,212.412888
"28/05/2010",2.759,214.2037634
"28/05/2010",2.759,214.2500323
"28/05/2010",2.759,214.4328505
"28/05/2010",2.899,136.1489101
"28/05/2010",2.899,182.0464181
"28/05/2010",2.899,204.1406556
"28/05/2010",2.906,132.2939355
"28/05/2010",2.906,136.1489101
"28/05/2010",2.908,126.1602258
"28/05/2010",3.046,132.2939355
"28/05/2010",3.046,136.1489101
"28/05/2010",3.058,126.1602258
"04/06/2010",2.664,209.9398091
"04/06/2010",2.7,189.422658
"04/06/2010",2.701,126.1360645
"04/06/2010",2.705,203.1222028
"04/06/2010",2.705,209.9398091
"04/06/2010",2.705,210.833616
"04/06/2010",2.705,211.1764278
"04/06/2010",2.705,211.7325146
"04/06/2010",2.705,212.6982436
"04/06/2010",2.705,214.4958382
"04/06/2010",2.705,214.5422806
"04/06/2010",2.705,214.7257848
"04/06/2010",2.847,136.2181682
"04/06/2010",2.847,182.2389876
"04/06/2010",2.847,204.4042877
"04/06/2010",2.857,132.3648387
"04/06/2010",2.857,136.2181682
"04/06/2010",2.871,126.1360645
"04/06/2010",2.941,126.1360645
"04/06/2010",3.006,132.3648387
"04/06/2010",3.006,136.2181682
"11/06/2010",2.615,210.2135668
"11/06/2010",2.668,126.1119032
"11/06/2010",2.668,203.3727673
"11/06/2010",2.668,210.2135668
"11/06/2010",2.668,211.1120018
"11/06/2010",2.668,211.4560951
"11/06/2010",2.668,212.0142605
"11/06/2010",2.668,212.9835992
"11/06/2010",2.668,214.787913
"11/06/2010",2.668,214.834529
"11/06/2010",2.668,215.0187191
"11/06/2010",2.684,189.4000734
"11/06/2010",2.809,136.2874263
"11/06/2010",2.809,182.4315571
"11/06/2010",2.809,204.6679198
"11/06/2010",2.83,132.4357419
"11/06/2010",2.83,136.2874263
"11/06/2010",2.841,126.1119032
"11/06/2010",2.949,126.1119032
"11/06/2010",2.972,132.4357419
"11/06/2010",2.972,136.2874263
"11/06/2010",3.057,126.1119032
"18/06/2010",2.572,210.2108417
"18/06/2010",2.635,126.114
"18/06/2010",2.637,203.370619
"18/06/2010",2.637,210.2108417
"18/06/2010",2.637,211.1096543
"18/06/2010",2.637,211.4537719
"18/06/2010",2.637,212.0119769
"18/06/2010",2.637,212.9813843
"18/06/2010",2.637,214.7858259
"18/06/2010",2.637,214.8324452
"18/06/2010",2.637,215.0166484
"18/06/2010",2.674,189.4185259
"18/06/2010",2.78,136.3243393
"18/06/2010",2.78,182.4424199
"18/06/2010",2.78,204.670036
"18/06/2010",2.805,132.4733333
"18/06/2010",2.805,136.3243393
"18/06/2010",2.819,126.114
"18/06/2010",2.935,126.114
"18/06/2010",2.942,132.4733333
"18/06/2010",2.942,136.3243393
"18/06/2010",3.043,126.114
"25/06/2010",2.601,210.0975233
"25/06/2010",2.653,203.2673857
"25/06/2010",2.653,210.0975233
"25/06/2010",2.653,210.9950134
"25/06/2010",2.653,211.3386526
"25/06/2010",2.653,211.8960815
"25/06/2010",2.653,212.8641412
"25/06/2010",2.653,214.6660741
"25/06/2010",2.653,214.7126286
"25/06/2010",2.653,214.8965756
"25/06/2010",2.654,126.1266
"25/06/2010",2.715,189.4533931
"25/06/2010",2.808,136.3483143
"25/06/2010",2.808,182.3806
"25/06/2010",2.808,204.5675459
"25/06/2010",2.81,132.4976
"25/06/2010",2.81,136.3483143
"25/06/2010",2.82,126.1266
"25/06/2010",2.958,132.4976
"25/06/2010",2.958,136.3483143
"25/06/2010",3.084,126.1266
"02/07/2010",2.606,209.984205
"02/07/2010",2.668,126.1392
"02/07/2010",2.669,203.1641524
"02/07/2010",2.669,209.984205
"02/07/2010",2.669,210.8803726
"02/07/2010",2.669,211.2235333
"02/07/2010",2.669,211.7801861
"02/07/2010",2.669,212.746898
"02/07/2010",2.669,214.5463222
"02/07/2010",2.669,214.5928119
"02/07/2010",2.669,214.7765028
"02/07/2010",2.728,189.4882603
"02/07/2010",2.814,126.1392
"02/07/2010",2.815,132.5218667
"02/07/2010",2.815,136.3722893
"02/07/2010",2.815,182.3187801
"02/07/2010",2.815,204.4650559
"02/07/2010",2.958,132.5218667
"02/07/2010",2.958,136.3722893
"02/07/2010",2.978,126.1392
"02/07/2010",3.105,126.1392
"09/07/2010",2.596,209.8708867
"09/07/2010",2.637,126.1518
"09/07/2010",2.642,203.060919
"09/07/2010",2.642,209.8708867
"09/07/2010",2.642,210.7657317
"09/07/2010",2.642,211.108414
"09/07/2010",2.642,211.6642907
"09/07/2010",2.642,212.6296549
"09/07/2010",2.642,214.4265704
"09/07/2010",2.642,214.4729952
"09/07/2010",2.642,214.6564301
"09/07/2010",2.711,189.5231276
"09/07/2010",2.793,136.3962643
"09/07/2010",2.793,182.2569603
"09/07/2010",2.793,204.3625658
"09/07/2010",2.802,126.1518
"09/07/2010",2.806,132.5461333
"09/07/2010",2.806,136.3962643
"09/07/2010",2.94,132.5461333
"09/07/2010",2.94,136.3962643
"09/07/2010",3.1,126.1518
"16/07/2010",2.561,209.8630532
"16/07/2010",2.621,126.1498065
"16/07/2010",2.623,203.0538548
"16/07/2010",2.623,209.8630532
"16/07/2010",2.623,210.7577954
"16/07/2010",2.623,211.1003854
"16/07/2010",2.623,211.6561123
"16/07/2010",2.623,212.6212163
"16/07/2010",2.623,214.4176476
"16/07/2010",2.623,214.4640599
"16/07/2010",2.623,214.6474453
"16/07/2010",2.699,189.6125456
"16/07/2010",2.783,136.4179827
"16/07/2010",2.783,182.2604411
"16/07/2010",2.783,204.3571656
"16/07/2010",2.791,126.1498065
"16/07/2010",2.796,132.5667742
"16/07/2010",2.796,136.4179827
"16/07/2010",2.933,132.5667742
"16/07/2010",2.933,136.4179827
"16/07/2010",2.971,126.1498065
"16/07/2010",3.094,126.1498065
"23/07/2010",2.542,209.9958663
"23/07/2010",2.608,203.1750161
"23/07/2010",2.608,209.9958663
"23/07/2010",2.608,210.8921319
"23/07/2010",2.608,211.2351443
"23/07/2010",2.608,211.7915565
"23/07/2010",2.608,212.7578505
"23/07/2010",2.608,214.5564968
"23/07/2010",2.608,214.6029664
"23/07/2010",2.608,214.7865779
"23/07/2010",2.612,126.1283548
"23/07/2010",2.691,189.774698
"23/07/2010",2.771,136.4366924
"23/07/2010",2.771,182.3509895
"23/07/2010",2.771,204.4812188
"23/07/2010",2.784,132.5825806
"23/07/2010",2.784,136.4366924
"23/07/2010",2.797,126.1283548
"23/07/2010",2.924,132.5825806
"23/07/2010",2.924,136.4366924
"23/07/2010",3.112,126.1283548
"30/07/2010",2.602,210.1286794
"30/07/2010",2.64,203.2961774
"30/07/2010",2.64,210.1286794
"30/07/2010",2.64,211.0264684
"30/07/2010",2.64,211.3699032
"30/07/2010",2.64,211.9270006
"30/07/2010",2.64,212.8944846
"30/07/2010",2.64,214.695346
"30/07/2010",2.64,214.7418728
"30/07/2010",2.64,214.9257105
"30/07/2010",2.65,126.1069032
"30/07/2010",2.69,189.9368504
"30/07/2010",2.781,136.4554021
"30/07/2010",2.781,182.4415378
"30/07/2010",2.781,204.605272
"30/07/2010",2.792,132.5983871
"30/07/2010",2.792,136.4554021
"30/07/2010",2.797,126.1069032
"30/07/2010",2.932,132.5983871
"30/07/2010",2.932,136.4554021
"30/07/2010",3.017,126.1069032
"06/08/2010",2.573,210.2614925
"06/08/2010",2.627,203.4173387
"06/08/2010",2.627,210.2614925
"06/08/2010",2.627,211.1608049
"06/08/2010",2.627,211.5046621
"06/08/2010",2.627,212.0624447
"06/08/2010",2.627,213.0311188
"06/08/2010",2.627,214.8341952
"06/08/2010",2.627,214.8807793
"06/08/2010",2.627,215.064843
"06/08/2010",2.64,126.0854516
"06/08/2010",2.69,190.0990028
"06/08/2010",2.784,136.4741118
"06/08/2010",2.784,182.5320862
"06/08/2010",2.784,204.7293252
"06/08/2010",2.792,132.6141935
"06/08/2010",2.792,136.4741118
"06/08/2010",2.802,126.0854516
"06/08/2010",2.942,132.6141935
"06/08/2010",2.942,136.4741118
"06/08/2010",3.123,126.0854516
"13/08/2010",2.644,210.3943056
"13/08/2010",2.692,203.5385
"13/08/2010",2.692,210.3943056
"13/08/2010",2.692,211.2951413
"13/08/2010",2.692,211.6394211
"13/08/2010",2.692,212.1978889
"13/08/2010",2.692,213.1677529
"13/08/2010",2.692,214.9730444
"13/08/2010",2.692,215.0196857
"13/08/2010",2.692,215.2039756
"13/08/2010",2.698,126.064
"13/08/2010",2.723,190.2611552
"13/08/2010",2.805,136.4928214
"13/08/2010",2.805,182.6226346
"13/08/2010",2.805,204.8533784
"13/08/2010",2.81,132.63
"13/08/2010",2.81,136.4928214
"13/08/2010",2.837,126.064
"13/08/2010",2.923,132.63
"13/08/2010",2.923,136.4928214
"13/08/2010",3.049,126.064
"13/08/2010",3.159,126.064
"20/08/2010",2.604,210.3617581
"20/08/2010",2.664,203.5092419
"20/08/2010",2.664,210.3617581
"20/08/2010",2.664,211.2596586
"20/08/2010",2.664,211.6033633
"20/08/2010",2.664,212.1608984
"20/08/2010",2.664,213.1291427
"20/08/2010",2.664,214.9314191
"20/08/2010",2.664,214.9779825
"20/08/2010",2.664,215.1619646
"20/08/2010",2.671,126.0766452
"20/08/2010",2.732,190.2948237
"20/08/2010",2.779,136.5249182
"20/08/2010",2.779,182.6165205
"20/08/2010",2.779,204.8217044
"20/08/2010",2.796,132.6616129
"20/08/2010",2.796,136.5249182
"20/08/2010",2.85,126.0766452
"20/08/2010",2.913,132.6616129
"20/08/2010",2.913,136.5249182
"20/08/2010",3.041,126.0766452
"27/08/2010",2.562,210.3292106
"27/08/2010",2.619,203.4799839
"27/08/2010",2.619,210.3292106
"27/08/2010",2.619,211.2241759
"27/08/2010",2.619,211.5673056
"27/08/2010",2.619,212.123908
"27/08/2010",2.619,213.0905324
"27/08/2010",2.619,214.8897938
"27/08/2010",2.619,214.9362793
"27/08/2010",2.619,215.1199536
"27/08/2010",2.621,126.0892903
"27/08/2010",2.731,190.3284922
"27/08/2010",2.755,136.557015
"27/08/2010",2.755,182.6104063
"27/08/2010",2.755,204.7900305
"27/08/2010",2.77,132.6932258
"27/08/2010",2.77,136.557015
"27/08/2010",2.854,126.0892903
"27/08/2010",2.885,132.6932258
"27/08/2010",2.885,136.557015
"27/08/2010",3.022,126.0892903
"27/08/2010",3.129,126.0892903
"03/09/2010",2.533,210.2966631
"03/09/2010",2.577,203.4507258
"03/09/2010",2.577,210.2966631
"03/09/2010",2.577,211.1886931
"03/09/2010",2.577,211.5312479
"03/09/2010",2.577,212.0869176
"03/09/2010",2.577,213.0519222
"03/09/2010",2.577,214.8481685
"03/09/2010",2.577,214.894576
"03/09/2010",2.577,215.0779426
"03/09/2010",2.584,126.1019355
"03/09/2010",2.715,136.5891118
"03/09/2010",2.715,182.6042922
"03/09/2010",2.715,204.7583566
"03/09/2010",2.735,132.7248387
"03/09/2010",2.735,136.5891118
"03/09/2010",2.773,190.3621607
"03/09/2010",2.86,132.7248387
"03/09/2010",2.86,136.5891118
"03/09/2010",2.868,126.1019355
"03/09/2010",3.087,126.1019355
"10/09/2010",2.513,210.2641156
"10/09/2010",2.565,203.4214677
"10/09/2010",2.565,210.2641156
"10/09/2010",2.565,211.1532104
"10/09/2010",2.565,211.4951902
"10/09/2010",2.565,212.0499271
"10/09/2010",2.565,213.013312
"10/09/2010",2.565,214.8065431
"10/09/2010",2.565,214.8528728
"10/09/2010",2.565,215.0359315
"10/09/2010",2.574,126.1145806
"10/09/2010",2.699,136.6212085
"10/09/2010",2.699,182.598178
"10/09/2010",2.699,204.7266827
"10/09/2010",2.717,132.7564516
"10/09/2010",2.717,136.6212085
"10/09/2010",2.78,190.3958293
"10/09/2010",2.837,132.7564516
"10/09/2010",2.837,136.6212085
"10/09/2010",2.87,126.1145806
"10/09/2010",2.961,126.1145806
"10/09/2010",3.044,126.1145806
"17/09/2010",2.55,210.2924504
"17/09/2010",2.582,203.4499286
"17/09/2010",2.582,210.2924504
"17/09/2010",2.582,211.1806415
"17/09/2010",2.582,211.5224596
"17/09/2010",2.582,212.0769346
"17/09/2010",2.582,213.0398643
"17/09/2010",2.582,214.8322484
"17/09/2010",2.582,214.8785562
"17/09/2010",2.582,215.0615285
"17/09/2010",2.594,126.1454667
"17/09/2010",2.706,136.6338071
"17/09/2010",2.706,182.622509
"17/09/2010",2.706,204.7513279
"17/09/2010",2.716,132.7670667
"17/09/2010",2.716,136.6338071
"17/09/2010",2.8,190.4688287
"17/09/2010",2.846,132.7670667
"17/09/2010",2.846,136.6338071
"17/09/2010",2.875,126.1454667
"17/09/2010",3.028,126.1454667
"24/09/2010",2.578,210.3664469
"24/09/2010",2.624,203.5216786
"24/09/2010",2.624,210.3664469
"24/09/2010",2.624,211.2552578
"24/09/2010",2.624,211.5972246
"24/09/2010",2.624,212.1519404
"24/09/2010",2.624,213.1152886
"24/09/2010",2.624,214.9084516
"24/09/2010",2.624,214.9547795
"24/09/2010",2.624,215.1378313
"24/09/2010",2.642,126.1900333
"24/09/2010",2.713,136.6317821
"24/09/2010",2.713,182.6696737
"24/09/2010",2.713,204.8182126
"24/09/2010",2.718,132.7619333
"24/09/2010",2.718,136.6317821
"24/09/2010",2.793,190.5713264
"24/09/2010",2.837,132.7619333
"24/09/2010",2.837,136.6317821
"24/09/2010",2.872,126.1900333
"24/09/2010",2.939,126.1900333
"01/10/2010",2.567,210.4404433
"01/10/2010",2.603,203.5934286
"01/10/2010",2.603,210.4404433
"01/10/2010",2.603,211.3298742
"01/10/2010",2.603,211.6719895
"01/10/2010",2.603,212.2269463
"01/10/2010",2.603,213.1907129
"01/10/2010",2.603,214.9846548
"01/10/2010",2.603,215.0310029
"01/10/2010",2.603,215.2141341
"01/10/2010",2.619,126.2346
"01/10/2010",2.707,136.6297571
"01/10/2010",2.707,182.7168385
"01/10/2010",2.707,204.8850973
"01/10/2010",2.717,132.7568
"01/10/2010",2.717,136.6297571
"01/10/2010",2.759,190.6738241
"01/10/2010",2.84,132.7568
"01/10/2010",2.84,136.6297571
"01/10/2010",2.853,126.2346
"01/10/2010",3.001,126.2346
"08/10/2010",2.595,210.5144398
"08/10/2010",2.633,203.6651786
"08/10/2010",2.633,210.5144398
"08/10/2010",2.633,211.4044906
"08/10/2010",2.633,211.7467544
"08/10/2010",2.633,212.3019522
"08/10/2010",2.633,213.2661373
"08/10/2010",2.633,215.060858
"08/10/2010",2.633,215.1072262
"08/10/2010",2.633,215.290437
"08/10/2010",2.645,126.2791667
"08/10/2010",2.745,190.7763218
"08/10/2010",2.764,136.6277321
"08/10/2010",2.764,182.7640032
"08/10/2010",2.764,204.951982
"08/10/2010",2.776,132.7516667
"08/10/2010",2.776,136.6277321
"08/10/2010",2.841,126.2791667
"08/10/2010",2.903,132.7516667
"08/10/2010",2.903,136.6277321
"08/10/2010",2.924,126.2791667
"08/10/2010",3.013,126.2791667
"15/10/2010",2.705,210.5805944
"15/10/2010",2.72,203.7299032
"15/10/2010",2.72,210.5805944
"15/10/2010",2.72,211.4713286
"15/10/2010",2.72,211.8137436
"15/10/2010",2.72,212.3691867
"15/10/2010",2.72,213.3337977
"15/10/2010",2.72,215.1293114
"15/10/2010",2.72,215.1757
"15/10/2010",2.72,215.3589917
"15/10/2010",2.732,126.3266774
"15/10/2010",2.762,190.8623087
"15/10/2010",2.845,126.3266774
"15/10/2010",2.868,136.6401935
"15/10/2010",2.868,182.8106203
